artist	title
Zac Brown Band	It's Not Ok (Album)
3OH!3	STARSTRUKK [FEATURINGKATYPERRY] (Explicit Bonus Version)
Antony & The Johnsons	What Can I Do?
The Kooks	Matchbox
Britney Spears	(You Drive Me) Crazy (The Stop Remix!)
The Kooks	Naive
Florence + The Machine	Dog Days Are Over (Demo)
Enrique Iglesias	Tired Of Being Sorry
Sheila Walsh	Going Home (For A Time Like This Album Version)
The Kooks	Shine On
Boys Like Girls	Hero/Heroine
The Kooks	Sofa Song
Maroon 5 / Rihanna	If I Never See Your Face Again
Maroon 5	Wake Up Call
Twin Atlantic	What Is Light? Where Is Laughter? (Album Version)
Ennio Morricone	Chi Mai (El Profesional)
Ryan Adams	Wonderwall
Pescado Rabioso	Supercheria
Jacky Terrasson	Le Jardin d'Hiver
Slipknot	Surfacing (Live version) (Album Version)
Beastie Boys	Sure Shot
Infected Mushroom	Becoming Insane
Tarot	Tides
The Pussycat Dolls	Halo
Jason Aldean	Hicktown
Sting	Desert Rose
The Mars Volta	Roulette Dares (The Haunt Of)
System of a Down	Aerials
Metronomy	Radio Ladio
Fugees	Killing Me Softly With His Song
M.I.A.	BirdFlu
Lauryn Hill	Can't Take My Eyes Off Of You
Matisyahu	Warrior
Lauryn Hill	Doo Wop (That Thing)
Metronomy	My Heart Rate Rapid [Original]
Fugees	FU-GEE-LA
Garbage	Queer
Lauryn Hill	Ex-Factor
Joshua Radin	No Envy No Fear
Busted	Air Hostess
Huey Lewis And The News	Hip To Be Square
Green Day	Are We The Waiting [feat. Green Day & The Cast Of American Idiot] (Album Version)
Stars	Bitches In Tokyo
The Black Keys	Black Mud
T.I.	Why You Wanna (Amended Album Version)
Creed	Higher
Jah Cure	To Your Arms With Love
The Black Keys	The Go Getter
Lil Scrappy	Baby Daddy (Amended Version)
Belle and Sebastian	Piazza_ New York Catcher
The White Stripes	The Denial Twist (Album Version)
The New Pornographers	From Blown Speakers
Confederate Railroad	She Never Cried (Remastered Album Version)
Klaus Badelt	Underwater March
Alejandro Sanz	Siempre Es De Noche
Nightwish	The Poet And The Pendulum
Klaus Badelt	Fog Bound
The New Pornographers	Unguided
Black Eyed Peas	Hey Mama
The Black Keys	Too Afraid To Love
Tom Petty And The Heartbreakers	Angel Dream (No. 2)
Alejandro Sanz	Cuando Nadie Me Ve
Tokio Hotel	Break Away
Rammstein	ROSENROT
Twista featuring Pharrell Williams	Give It Up (feat. Pharrell Williams) (Amended Album Version)
System of a Down	I-E-A-I-A-I-O
LU	Una Confusion
Mike And The Mechanics	A Beggar On A Beach Of Gold
Rammstein	Engel
Alejandro Fernandez	Eres
System of a Down	Dreaming
Alejandro Sanz	Tu no tienes alma
Bright Eyes	At The Bottom Of Everything
Andrés Cepeda	No Tiene Sentido
System of a Down	Soldier Side
Andrés Cepeda	Me Lleva Tiempo
Rammstein	REISE_ REISE
The Dears	Lost In The Plot
Melody Gardot	Worrisome Heart
Vinnie Vincent Invasion	Ecstasy (2003 Digital Remaster)
Melody Gardot	Gone
Beck	Sexx Laws
Modest Mouse	Missed The Boat
Yeah Yeah Yeahs	Zero
Yeah Yeah Yeahs	Soft Shock
Jeremy Camp	Give Me Jesus
Postal Service	The District Sleeps Alone Tonight (Album)
Postal Service	This Place is a Prison (Album)
Melody Gardot	Quiet Fire
tobyMac	Burn For You
Postal Service	Brand New Colony (Album)
tobyMac	Made To Love
A Sunny Day In Glasgow	Lights
Nick Drake	Place To Be
Bright Eyes	Lua (Single Version)
Cat Power	Sea Of Love
Pantera	Drag The Waters (Remastered LP Version)
Air	Playground Love
Max Richter	Arboretum
Bright Eyes	Road To Joy
M Ward	One Hundred Million Years
John Michael Montgomery	I Swear  (Remastered LP Version)
Jason Aldean	I'm Just A Man
Nick Drake	Which Will
Soulja Boy Tell'em / Sammie	Kiss Me Thru The Phone
Leona Lewis	Happy
Bright Eyes	Landlocked Blues
Belle & Sebastian	We Are The Sleepyheads
Gerry Rafferty	Right Down The Line
M Ward	Fisher Of Men
Bright Eyes	Take It Easy (love Nothing) (Album Version)
José González	Teardrop
Basement Jaxx	Do Your Thing
Bright Eyes	Easy/Lucky/Free - Radio Edit
Garbage	Cherry Lips (Go Baby Go!) (Re-mastered 07)
Yeah Yeah Yeahs	Gold Lion
Explosions In The Sky	Your Hand In Mine
Bright Eyes	We Are Nowhere and It's Now
The Killers	Romeo And Juliet
Billy Currington	I Wanna Be A Hillbilly
Bebel Gilberto	Ceu Distante
Nickelback	Someday
Easton Corbin	A Little More Country Than That
Gary Allan	Nothing On But The Radio
Theory Of A Deadman	Say I'm Sorry (Album Version)
Cold	Stupid Girl
Slipknot	Everything Ends (Album Version)
Randy Rogers Band	Buy Myself A Chance
Zero 7	Home (Album Version)
Elbow	The Bones Of You
CKY	Plastic Plan
Copeland	She Changes Her Mind
Jarabe De Palo	Duerme Conmigo
Vampire Weekend	Oxford Comma (Album)
Tegan And Sara	Relief Next To Me (Album Version)
Danity Kane	Ooh Ahh (Album Version)
Steve Miller Band	Abracadabra
Kirk Franklin with J Moss & Tye Tribbett	Could've Been
Jarabe De Palo	Agua
Tegan And Sara	Floorplan (Album Version)
Tegan And Sara	Soil_ Soil (Album Version)
Kirk Franklin with Dorinda Clark-Cole	Hero
Angus & Julia Stone	Mango Tree
Angus & Julia Stone	Paper Aeroplane
Phoenix	Run Run Run
Soda Stereo	Observándonos (Satélites)
Jarabe De Palo	Yin Yang
Bloc Party	Banquet
Lady GaGa	Teeth
Janet Jackson	Together Again (Jimmy Jam Deep Remix)
Maroon 5	Story
Ely Guerra	Para Hacerme Perdonar (En Vivo Teatro Metropolitan)
Miguel Calo	El Cuatrero
Josh Groban	In Her Eyes (Album Version)
Collective Soul	Gel (LP Version)
Metallica	Until It Sleeps
Snow Patrol	Chasing Cars
Jean Knight	Mr. Big Stuff
Scandinavian Music Group	Kun Puut Tekee Seittiä
Metallica	Master Of Puppets
Black Eyed Peas	Shut Up
Portishead	Elysium
Linkin Park	Given Up (Album Version)
Lady GaGa	Speechless
Chicane	Red Skies
The Rapture	Olio
Beirut	Mount Wroclai (Idle Days)
Massive Attack	Risingson
The Velvet Underground / Nico	All Tomorrow's Parties
OneRepublic	Someone To Save You
Charlelie Couture	L'histoire De Bernard Workers
Barricada	Esperame
Timbiriche	Tu Y Yo Somos Uno Mismo
Bloodhound Gang	Fire Water Burn
Todos Tus Muertos	Mate
Yeasayer	Strange Reunions
Times New Viking	Imagine Dead John Lennon
Ludovico Einaudi	Rose
Ke$ha	Dancing With Tears In My Eyes
Josh Groban	Awake [Album Edit]
Josh Groban	February Song (Album Version)
Josh Groban	So She Dances (Album Version)
Heart	These Dreams
Swizz Beatz	You Know Your Boy Did That
Portishead	Over
Josh Groban	To Where You Are (Album Version)
Klaus Schulze	North Of the Yukon
Swizz Beatz	Product Man
Future Loop Foundation	What's Your Name
Quantic	Prelude To Happening
Rise Against	Swing Life Away (Acoustic)
ATB	Believe In Me (A&T Remix)
Adoniran Barbosa - Com Nosso Samba	Acende O Candieiro (2003 Digital Remaster)
3 Doors Down	It's Not My Time
The Stranglers	In The Shadows
James Ingram	I Don't Have The Heart
The Velvet Underground	Sweet Jane
Jack Johnson	Moonshine
Stone Temple Pilots	Interstate Love Song (LP Version)
Rose Royce	Love Don't Live Here Anymore
Fonseca	Arroyito
Alice In Chains	Would?
Nando Reis	Por Onde Andei
Sound 5	Latin Static
Five Finger Death Punch	Never Enough
Third Eye Blind	Jumper (2006 Remastered LP Version)
Skillet	Should've When You Could've (Album Version)
Bloodhound Gang	I'm The Least You Could Do
White Lion	When The Children Cry
Nicholas Hooper	Living Death ("Harry Potter & The Half-Blood Prince")
Red Hot Chili Peppers	Californication (Album Version)
LL Cool J	I Need Love
Fonseca	Te Mando Flores
Ricardo Arjona	Como Duele (Album)
The Blues Brothers	Sweet Home Chicago
Fever Ray	If I Had A Heart
Sick Puppies	Odd One (Radio Edit)
Dropkick Murphys	For Boston (Album Version)
Ximena Sarinana	No vuelvo mas
Bacilos	Tabaco Y Chanel
Ismael Serrano	Amores Imposibles
Kings Of Leon	Cold Desert
Kings Of Leon	Closer
Dropkick Murphys	Johnny_ I Hardly Knew Ya
Kings Of Leon	Camaro
Arctic Monkeys	My Propeller
Incubus	Pardon Me
I Wayne	Bleacher
Madeleine Peyroux	I'm All Right
Baby Bash / Butch Cassidy / Don Cisco / Nino Brown / Russell Lee / Mr. Kee	Outro
Joe Satriani	Cool #9
Incubus	11 am
Panic At The Disco	Nine In The Afternoon (Album Version)
Cat Power	Blue
Incubus	Warning
Queens Of The Stone Age	No One Knows
Legião Urbana	Pais E Filhos
Little People	Unsaid
Kings Of Leon	McFearless
Kings Of Leon	Milk
Incubus	Talk Shows On Mute
Kings Of Leon	Ragoo
Gorillaz	Empire Ants (Feat. Little Dragon)
Cold	Remedy
Little People	Moon
50 Cent / Lloyd Banks / Eminem	Don't Push Me
Beck	Nausea
Bersuit Vergarabat	Esperando El Impacto
Eminem	Music Box
Eminem	Buffalo Bill
Mondo Marcio	Purple Weed
Bohren & Der Club Of Gore	Welk
Radiohead	Kid A
Kid Cudi	Cudi Zone
Silversun Pickups	Lazy Eye [Jason Bentley Remix]
The Meters	Sehorns's Farm (LP Version)
LCD Soundsystem	I Can Change
Alliance Ethnik	Creil City
Red Hot Chili Peppers	Road Trippin' (Album Version)
Kanye West	The Glory
Box Car Racer	The End With You
The Black Keys	Lies
The Black Keys	Things Ain't Like They Used To Be
Kid Cudi	Simple As...
The Black Keys	All You Ever Wanted
Bohren & Der Club Of Gore	Schwarze Biene (Black Maja)
Angelic Upstarts	Two Million Voices
Great White	House Of Broken Love
Radiohead	Sit Down. Stand Up
CKY	Tripled Manic State
Radiohead	Exit Music (For A Film)
Rush	Closer To The Heart
Kanye West	Jesus Walks
Guns N' Roses	Estranged
Eddie Vedder	Hard Sun
Kanye West	Hey Mama
Avenged Sevenfold	Brompton Cocktail (Album Version)
Slightly Stoopid	Everything You Need
Slipknot	The Shape (Album Version)
Kings Of Leon	King Of The Rodeo
LCD Soundsystem	Home
Slipknot	Pulse Of The Maggots (Album Version)
Sauce Money Featuring Memphis Bleek	What We Do (Explicit) (Feat. Memphis Bleek)
Maroon 5	Can't Stop
Flight Of The Conchords	If You're Into It
Muse	Starlight
Ester Dean / Chris Brown	Drop It Low
Telepopmusik	Breathe
JoJo	Too Little_ Too Late
Iron Maiden	Bring Your Daughter...To The Slaughter (1998 Digital Remaster)
Damian Marley / Nas	Road To Zion
Clannad	Theme From Harry's Game
Ricardo Arjona	Sí Yo Fuera
S Club 7	Never Had A Dream Come True
Josh Turner	Why Don't We Just Dance
Iron Maiden	Strange World (1998 Digital Remaster)
The Verve	Lord I Guess I'll Never Know
Shaggy / Samantha Cole	Luv Me_ Luv Me
Simple Minds	Oh Jungleland
Coheed and Cambria	When Skeletons Live (Album Version)
James Horner	Gathering all the Na'vi clans for battle (Album Version)
The Smiths	Shoplifters Of The World Unite
Keyshia Cole	Superstar
Canned Heat	Hucklebuck
Jim Sturgess	All My Loving
Marc Almond	Only The Moment (All The Time In The World Mix)
Ray J / Yung Berg	Sexy Can I
Gerald Levert	U Got That Love (Call It A Night) (Album Version)
Louis Smith	South Side (Digitally Remastered)
Fergie	Clumsy
James Newton Howard	Five Miles Back
Miami Horror	Don't Be On With Her
Miami Horror	Make You Mine
Leona Lewis	Can't Breathe
Will Smith	Switch
Feist	My Moon My Man
The Killers	Bling (Confession Of A King)
The Kills	U.R.A Fever
She & Him	I Thought I Saw Your Face Today
Feist	Past In Present
Feist	The park
Beirut	The Penalty
Carla Bruni	Quelqu'un M'a Dit (Album Version)
Rev Run	I Use To Think I Was Run
She & Him	Sentimental Heart
Miley Cyrus	Hoedown Throwdown
Fluke	Bermuda
Westlife	What About Now
Beverley Craven	Promise Me
She & Him	Take It Back
She & Him	Got Me
Beirut	Cliquot
the bird and the bee	F-cking Boyfriend
Beirut	Cherbourg
She & Him	Sweet Darlin'
Cat Stevens	Oh Very Young
Thievery Corporation	Until The Morning
Lily Allen	Everythings Just Wonderful
Gang Starr/Inspectah Deck	Above The Clouds (Edited)
Gorillaz	All Alone
Thievery Corporation	Shadows Of Ourselves
Thievery Corporation	Le Monde
Alanis Morissette	Thank U (Album Version)
The Notorious B.I.G.	Machine Gun Funk  (Explicit Album Version)
Frankie Avalon	You Are Mine
Lil Wayne	Ain't That A Bitch
The Grass Roots	Walking Through The Country
Thievery Corporation	A Warning (Dub)
Thievery Corporation	The Mirror Conspiracy
Jonas Steur	Sonrisa
Ron Van Den Beuken	Timeless
Filo + Peri	Dance with a Devil
Plastic Boy	Silver Bath
Gotan Project	Domingo
Alanis Morissette	You Learn (Album Version)
Menno De Jong feat. Relocate	Solid State
Bobby Helms	Jingle Bell Rock
Alanis Morissette	Right Through You (LP Version)
Thievery Corporation	Indra
Envio	Touched By The Sun
Frankie Valli	Grease (LP Version)
Gotan Project	Last Tango In Paris
Rihanna	G4L
Big Bopper	Chantilly Lace
Afromental	Bootycall
Avril Lavigne	When You're Gone
Starfield	All For You
Alanis Morissette	Head Over Feet (Album Version)
Marilyn Manson	mOBSCENE
Marilyn Manson	The Fight Song
Cross Canadian Ragweed	Carry You Home
Starfield	Ordinary Life (Starfield Album Version)
Gotan Project	Una Música Brutal
Metric	The Police And The Private
Beneath the Massacre	Reign of Terror
Starfield	Overwhelm
The Grass Roots	Let's Live For Today
Twista	So Lonely (featuring Mariah Carey) (Explicit Album Version)
El Cuarteto De Nos	Así Soy Yo
Los Chunguitos	Olvidalo
Los Fabulosos Cadillacs	Siguiendo La Luna
Northern Lite	In Control
Francesca Battistelli	Lead Me To The Cross (Album Version)
Catupecu Machu	Plan B: Anhelo De Satisfacción
Aghast View	Groundzero (Original Version)
Rob Zombie	Foxy_ Foxy
Kate Winslet	What If (Film Version)
The Police	Walking On The Moon
Guns N' Roses	Used To Love Her
Atreyu	Ex's And Oh's (LP Version)
Green Day	Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version)
Eyehategod	Depress (alt. Version)
Andres Calamaro	Flaca
L-Kan	Cuentos chinos
Amanda Blank	DJ
El Cuarteto De Nos	Ya No Se Que Hacer Conmigo
Vienio & Pele	Straciles Watek FT WWO
Whitechapel	Fairy Fay
Matthew Dear	Neighborhoods
The Crystal Method	Bound Too Long
Luke Bryan	You Make Me Want To
Various Artists - Delicious Vinyl	Bust A Move
Luke Bryan	We Rode In Trucks
Nicolai Dunger	Our Filmscore
Elliott Smith	Say Yes
A Perfect Circle	Weak And Powerless
Alan Jackson	Who's Cheatin' Who
Los Traileros Del Norte	La Cruz De Su Hijo
Royksopp	You Don't Have A Clue
The Lonely Island	Like A Boss
Britt Nicole	When She Cries
The Crystal Method	I Know It's You
Neil Young	Harvest (Remastered Album Version)
Die Mooskirchner	Frisch und g'sund
The Crystal Method	True Grit
Benga	The Cut
The Lonely Island / Justin Timberlake	Dick In A Box
The Presidents of the United States of America	Video Killed The Radio Star
Leggo Beast	Itchy Feet
Damien Rice	Older Chests
Trisha Yearwood	XXX's And OOO's (An American Girl)
The Smiths	I Know It's Over
Rob Base & DJ EZ Rock	It Takes Two
The Kills	Hitched
Britt Nicole	Walk On The Water
Akon / Sweet Rush	Troublemaker
Belle & Sebastian	If She Wants Me
Easton Corbin	Let Alone You
Billy Currington	Ain't What It Used To Be
Easton Corbin	Don't Ask Me About A Woman
Kanye West / Jay-Z	Diamonds From Sierra Leone
Aloe Blacc	I Need A Dollar
33Miles	There Is A God
Tinie Tempah	Pass Out (Instrumental)
The Notorious B.I.G.	Get Money
Nightwish	The Islander
Pearl Jam	Better Man
KT Tunstall	Black Horse And The Cherry Tree (Radio Version)
Dropkick Murphys	Bastards on Parade
Luis Alberto Spinetta	Alma De Diamante
Pretty Ricky	Juicy featuring Static Major (Explicit Version)
Beyoncé	Ring The Alarm
Lil Wayne	Money On My Mind
Non	Spectre
Fergie / Ludacris	Glamorous
Andres Calamaro	Un Poco De Diente Por Diente
Plies	Friday (Instrumental Album Version)
Young Dro (Featuring T.I.)	Shoulder Lean [Featuring T.I.] (Amended Album Version) (AKA Radio Version)
Pleasure P	Gotta Have You (Album Version)
Maldita Nerea	La Raya
Grizzly Bear	He Hit Me
Lil Wayne	I'm Me
José González	Crosses
Lil Wayne	Phone Home
Lange	Red October
Lange	Wind Farm
Beyoncé	Diva
Johan Gielen	Flash
Alliance Ethnik	Sincerité Et Jalousie
P!nk	Glitter In The Air
Lange	Nearly Home
Chris Young	The Man I Want To Be
Lange	Dial Me Up
Zac Brown Band	Where The Boat Leaves From (Album)
Brett Dennen	She's Mine
Jason Mraz	The Remedy (I Won't Worry) (New EQ'd LP Version)
Caribou	Hannibal
Caribou	Found Out
Justice	D.A.N.C.E. [Radio Edit]
Lisa Loeb & Nine Stories	Stay
João Gilberto	Eu Quero Um Samba
João Gilberto	Aguas De Marco
Nightwish	Ever Dream
Ludovico Einaudi	Divenire
Empire Of The Sun	Walking On A Dream
Eric B. & Rakim	Move The Crowd
Avril Lavigne	Complicated
Blind Melon	Tones Of Home
Avril Lavigne	Tomorrow
Bram Vermeulen	Mamma
Avril Lavigne	Alice
The String Cheese Incident	Sirens
Lesley Gore	It's My Party
Maroon 5	Won't Go Home Without You
Anberlin	Godspeed
The Heavy	Cause For Alarm
Dragonforce	My Spirit Will Go On
Talk Talk	It's My Life
Tears For Fears	Shout
White Denim	Transparency
Calle 13 Featuring Bajofondo Tango Club and Panasuyo	Tango del Pecado
Madeleine Peyroux	Half The Perfect World
Base Ball Bear	Sayonara-Nostalgia
Orishas	Habana
Stardust	Music Sounds Better With You (12" Club Mix)
Calle 13 Feat. Rubén Blades Y La Chilinga	La Perla
Nickelback	Never Again
Empire Of The Sun	Half Mast
The Puppini Sisters	In The Mood
Depeche Mode	Personal Jesus
Rage Against The Machine	Bulls On Parade
Neil Young	After The Gold Rush (Album Version)
Rage Against The Machine	Township Rebellion
Godsmack	Speak
Jose Gonzalez	Cycling Trivialities
The Weepies	World Spins Madly On
Leona Lewis	Bleeding Love
Inverse	Spark My Soul (feat. Substantial)
Polly Paulusma	Give It Back
Fleet Foxes	Mykonos
José González	Killing For Love
Madeleine Peyroux	Once In A While
Foreigner	Juke Box Hero (Remastered LP Version )
Minnie Riperton	Reasons
[re:jazz]	All I Need
Smash Mouth	Walkin' On The Sun
Ryan Adams	The Rescue Blues
Tommy James And The Shondells	Crystal Blue Persuasion
Dropkick Murphys	Walk Away (Album Version)
M.A. Numminen	TULENLIEKKI
Carl Douglas	Kung Fu Fighting
Blue October	Calling You
The Everly Brothers	Wake Up Little Suzie
Bracket	WWF
Smash Mouth	All Star
Pete And The Pirates	Mr Understanding
Jay-Z	So Ambitious [Jay-Z + Pharrell] (Explicit Album Version)
Amy Winehouse	What Is It About Men
Basshunter	Vi sitter i Ventrilo och Spelar DotA (Club Version)
Dropkick Murphys	Kiss Me_ I'm Sh*tfaced
Mother Mother	Wisdom
Rokker Zsolti	Bulizás
Rupaul	Supermodel (You Better Work) (LP Version)
Ramones	I Wanna Be Sedated (Remastered Album Version )
Daft Punk	Robot Rock
Jonathan Coulton	Skull Crusher Mountain
Daft Punk	Technologic
The Police	Spirits In The Material World
Dispatch	Railway
Fonseca	Arrepentida
Simple Minds	Sanctify Yourself
King Harvest	Dancing in the Moonlight
Blackstreet / Dr. Dre	No Diggity
Van Halen	Mean Street (Album Version)
Los Bunkers	Ahora Que No Estás
Killswitch Engage	Take This Oath (Album Version)
Panda	La Estrategia Perdida
The Lonely Island / Jack Black	Sax Man
Jonny L	Microdaze
The Police	Every Little Thing She Does Is Magic
Sidewalk Prophets	You Love Me Anyway (Album)
Christina Aguilera / Lil' Kim / Mya / Pink	Lady Marmalade
Sanctus Real	Sink Or Swim
tobyMac	Hey Devil
Ry Cooder	Corrido de Boxeo
Che Sudaka	Ona Kasuita
Passion Pit	The Reeling
Passion Pit	I've Got Your Number
Air	Alone In Kyoto
Andrew Gold	Thank You for Being a Friend
Rebelution	Outta Control
The Puppini Sisters	Sway
Brotha Lynch Hung	Q-Ball
Passion Pit	Live To Tell The Tale
Balkan Beat Box	Sushan
Bachman-Turner Overdrive	Roll On Down The Highway
Passion Pit	Moth's Wings
Sa Trincha	Live from Heart
Passion Pit	Swimming In The Flood
Brett Dennen	Ain't Gonna Lose You
Drowning Pool	No More (Explicit)
Sade	Like A Tattoo
Avantasia	The Glory Of Rome
Iron Maiden	Moonchild (1998 Digital Remaster)
Karen O And The Kids	All Is Love
Drowning Pool	Cast Me Aside
MIKA	Grace Kelly
Three Days Grace	Overrated
Weezer	El Scorcho
Comisarios de la Sierra	El Corrido De Julian
Weezer	My Name Is Jonas
Rob Zombie	Feel So Numb
Sick Puppies	I Hate You
Cyndi Lauper	Girls Just Want To Have Fun
OneRepublic	Apologize
OneRepublic	All Fall Down
OneRepublic	Say (All I Need)
Skid Row	18 And Life (LP Version)
OneRepublic	Fear
Creedence Clearwater Revival	Who'll Stop The Rain
Angus & Julia Stone	Wasted
Puff Daddy	I'll Be Missing You (Featuring Faith Evans & 112)(Album Version)
Nando Reis	Nos Seus Olhos
Green Day	Holiday [feat. Green Day & The Cast Of American Idiot] (Album Version)
A Day To Remember	The Downfall Of Us All
Legião Urbana	Ha Tempos
Static-X	The Trance Is The Motion [Live]
Cat Power	Maybe Not
Dimmu Borgir	Devil's path
Angus & Julia Stone	Bella
Blink-182	Going Away To College
Something Happens	Burn Clear
Soltero	The Prize
Eminem / Hailie Jade	My Dad's Gone Crazy
Lupe Fiasco	Paris_ Tokyo (Explicit Album Version)
Justin Bieber	Common Denominator
I-Roy	Black Is My Color
Erin McKeown	Fast As I Can
The Waterboys	Bury My Heart
Keren Ann	End Of May
Red Hot Chili Peppers	Tell Me Baby (Album Version)
Birdman / Lil Wayne / Drake	Money To Blow
Eminem	Criminal
Jordin Sparks featuring Chris Brown	No Air duet with Chris Brown
The Cat Empire	The Wine Song
Trey Songz	Love Lost (Album Version)
Easton Corbin	That'll Make You Wanna Drink
Beyoncé	Hello
Eric Church	Livin' Part Of Life
DeGarmo & Key	When The Son Begins To Reign (Degarmo And Key Album Version)
Vampire Weekend	White Sky
Arctic Monkeys	From The Ritz To The Rubble
The Cat Empire	Two Shoes
Vienio & Pele	Skit Kuba
Postal Service	Recycled Air (Album)
Dropkick Murphys	Fortunate Son (Live)
UB40	Red Red Wine (Edit)
Manowar	Black Wind_ Fire And Steel (LP Version)
Insane Clown Posse	Superballs
J. Karjalainen & Mustat Lasit	Sinisten tähtien alla
The New Pornographers	Use It
Kid Cudi / Billy Craven	My World
Boney M.	Happy Song
Ratatat	Loud Pipes
Nickelback	Shakin' Hands (Album Version)
Modest Mouse	Dashboard
Kristin Chenoweth / Idina Menzel	For Good
Andres Calamaro	Los Aviones
Staind	Everything Changes (Album Version)
Kings Of Leon	Manhattan
Joe Lovano	Duke Ellington's Sound Of Love
Ralph Stanley	O Death
Edwin McCain	I'll Be
The Kills	Goodnight Bad Morning
Nonpalidece	Tu Gran Aliado
Phoenix	Girlfriend
Balkan Beat Box	Bulgarian  Chicks
Passion Pit	Eyes As Candles
Alison Krauss / Union Station	Doesn't Have To Be This Way
The Velvet Underground / Nico	Run Run Run
Tech N9NE Collabos featuring Krizz Kaliko_ Makzilla (816 Boyz)	Areola (feat. Krizz Kaliko & Makzilla)
Tears For Fears	Head Over Heels
ARRESTED DEVELOPMENT	Fountain Of Youth
Panic At The Disco	She Had The World (Album Version)
Tears For Fears	Change
Frank Ifield	Yodelling Mad (2002 Digital Remaster)
Bebe	Revolvió
Tears For Fears	Sowing The Seeds Of Love
Alceu Valença	No Balanço Da Canoa
Alejandro Sanz	Te lo agradezco_ pero no
Flying Lotus	Brainfeeder
Flying Lotus	Riot
Shakira	Donde Estas Corazon
Neil Young	Old Man (Album Version)
Panic At The Disco	When The Day Met The Night (Album Version)
Balkan Beat Box	Gross
Panic At The Disco	I Have Friends In Holy Spaces (Album Version)
Amy Winehouse	Love Is A Losing Game
The White Stripes	Hotel Yorba
Metric	Collect Call
Against Me!	Unprotected Sex With Multiple Partners
Wolfmother	Vagabond
The Streets	Such A Twat
Shania Twain	Nah!
Z-RO	Free Style (feat. Kevo_ Mussilini & Lyrical 187)
Frumpies	Fuck Kitty
Ryan Leslie	Nothing
Hollywood Undead	Everywhere I Go
The Gerbils	(iii)
Sheena Easton	Strut (1993 Digital Remaster)
Milczenie Owiec	CIEÑ
Tab Benoit	Jambalaya
Sam Cooke	Ain't Misbehavin
Boys Like Girls	Learning To Fall
Nick Cave & The Bad Seeds	Today's Lesson
The Police	So Lonely
MxPx	Invitation To Understanding
Silvio Rodríguez	Ojalá
Jimmy Needham	Hurricane
Andrés Cepeda	Me Voy
John Mayer	The Heart Of Life
Eric Clapton	Tears In Heaven
LU	Por Besarte
Aerosmith	Dream On
Café Tacvba	El puñal y el corazón
Hot Chip	Thieves In The Night
Hot Chip	One Life Stand
Hot Chip	Alley Cats
Hot Chip	I Feel Better
Jay-Z	Heart Of The City (Ain't No Love)
Beach House	Silver Soul
The Rolling Stones	Rocks Off (1994 Digital Remaster)
The Decemberists	Annan Water
Neutral Milk Hotel	Holland_ 1945
Jack Johnson	Constellations
Brad Paisley	I'm Still A Guy
Bright Eyes	Poison Oak (Album Version)
The Decemberists	Prelude
Dierks Bentley	Feel That Fire
311	Get Down
Darius Rucker	It Won't Be Like This For Long
Luke Bryan	Someone Else Calling You Baby
Dierks Bentley	I Wanna Make You Close Your Eyes
Mac Lethal	Calm Down Baby
Flight Of The Conchords	Think About It (Album Version)
Easton Corbin	Roll With It
Alice In Chains	Nutshell
MGMT	Brian Eno
Alice In Chains	Heaven Beside You
K-Ci & JoJo	All My Life
Josh Turner	All Over Me
Vampire Weekend	Horchata
Jack Johnson	Flake
Billy Currington	I Got A Feelin'
Vampire Weekend	Cape Cod Kwassa Kwassa (Album)
Erin Bode	Here_ There And Everywhere
Billy Curringham	People Are Crazy
Alice In Chains	Your Decision
Taylor Swift	The Best Day
Nero	Innocence
Slightly Stoopid	Closer To The Sun
Dierks Bentley	Sideways
Another Sunny Day	Rio
Jack Johnson	The News
Alice In Chains	Down In A Hole
Vampire Weekend	The Kids Dont Stand A Chance (Album)
Alice In Chains	Check My Brain
Thursday	Voices On A String (Album Version)
The Ronettes	Be My Baby
Carrie Underwood	So Small
Blind Melon	Change
Camera Obscura	The Sweetest Thing
The Cardigans	Carnival
Avril Lavigne	Too Much To Ask
Modest Mouse	Bury Me With It
Ratatat	Lex
Incubus	Are You In?
The Strokes	You Only Live Once
The All-American Rejects	Too Far Gone
The Tallest Man On Earth	Love Is All
Howard Jones	Dig This Well Deep
The All-American Rejects	My Paper Heart
Gigi D'agostino	The Riddle
Charly García	Chipi-Chipi
Starbuck	Moonlight Feels Right
Chris Cagle	I Love It When She Does That
Charly García	Asesíname
Charly García	Ojos De Video Tape
J.T. Money	On And On (Edited)
No Te Va Gustar	Al Vacío
Chris Tomlin	We Fall Down
Rosana	A fuego lento
MGMT	The Handshake
The Get Up Kids	Anne Arbour
August Burns Red	Paradox
J. Holiday	Suffocate
Shinedown	I Own You (Bonus Version)
Band Of Horses	No One's Gonna Love You (Album)
Queens Of The Stone Age	Sick_ Sick_ Sick
J. Holiday	Bed
10 Years	Dying Youth
Metallica	Damage Inc.
10 Years	Russian Roulette
Soda Stereo	Prófugos
Gang Starr	Mass Appeal (Explicit)
The Black Keys	Run Me Down
The Black Keys	Elevator
Radiohead	Everything In Its Right Place
Zac Brown Band	Mary (Album)
Band Of Horses	Older
The Black Keys	Busted
Faith Evans	Soon As I Get Home(Album Version)
Kaskade	In This Life (Cabin Crew Radio Edit)
Robin Thicke	Can U Believe
John Lee Hooker	Harry's Philosophy
